title,artist,top genre,year,added,bpm,nrgy,dnce,dB,live,val,dur,acous,spch,pop,country
Yesterday,Official HIGE DANdism,anime rock,2019,1969-12-31,130.0,80.0,54.0,-4.0,40.0,56.0,299,4.0,4.0,55,japan
Shukumei,Official HIGE DANdism,anime rock,2019,1969-12-31,164.0,58.0,55.0,-6.0,11.0,49.0,281,2.0,3.0,53,japan
Machigaisagashi,Masaki Suda,anime rock,2019,1969-12-31,156.0,64.0,53.0,-6.0,39.0,44.0,224,52.0,4.0,53,japan
<U+65B0><U+5B9D><U+5CF6>,Sakanaction,j-pop,2019,1969-12-31,158.0,92.0,55.0,-3.0,35.0,65.0,305,0.0,7.0,53,japan
Sayonara Elegy,Masaki Suda,anime rock,2018,1969-12-31,155.0,93.0,47.0,-3.0,28.0,62.0,257,0.0,5.0,51,japan
Umbrella,King Gnu,j-pop,2019,1969-12-31,105.0,90.0,65.0,-3.0,5.0,70.0,202,38.0,8.0,51,japan
Hikoutei,King Gnu,j-pop,2019,1969-12-31,80.0,85.0,47.0,-3.0,33.0,49.0,262,4.0,5.0,50,japan
Stand By You,Official HIGE DANdism,anime rock,2019,1969-12-31,154.0,87.0,61.0,-5.0,28.0,63.0,256,1.0,4.0,49,japan
<U+611B><U+5504>,GReeeeN,j-pop,2015,1969-12-31,170.0,78.0,50.0,-4.0,19.0,45.0,237,11.0,3.0,48,japan
<U+611B><U+3092><U+3053><U+3081><U+3066><U+82B1><U+675F><U+3092>,Superfly,j-pop,2017,1969-12-31,162.0,83.0,34.0,-3.0,7.0,42.0,297,10.0,5.0,47,japan
Paprika,Foorin,kodomo no ongaku,2018,1969-12-31,101.0,77.0,75.0,-5.0,77.0,73.0,208,14.0,4.0,46,japan
Teenager Forever,King Gnu,j-pop,2019,1969-12-31,115.0,92.0,50.0,-4.0,34.0,70.0,189,7.0,11.0,39,japan
<U+5C0F><U+3055><U+306A><U+604B><U+306E><U+3046><U+305F>,MONGOL800,j-pop,2001,1969-12-31,116.0,78.0,40.0,-5.0,23.0,63.0,223,0.0,4.0,0,japan
Dance Monkey,Tones and I,australian pop,2019,1969-12-31,98.0,59.0,82.0,-6.0,15.0,51.0,209,69.0,9.0,100,malasya
Memories,Maroon 5,pop,2019,1969-12-31,91.0,32.0,76.0,-7.0,8.0,57.0,189,84.0,5.0,99,malasya
ROXANNE,Arizona Zervas,pop rap,2019,1969-12-31,117.0,60.0,62.0,-6.0,46.0,46.0,164,5.0,15.0,99,malasya
Circles,Post Malone,dfw rap,2019,1969-12-31,120.0,76.0,70.0,-3.0,9.0,55.0,215,19.0,4.0,99,malasya
All I Want for Christmas Is You,Mariah Carey,dance pop,1994,1969-12-31,150.0,63.0,34.0,-7.0,7.0,35.0,241,16.0,4.0,98,malasya
everything i wanted,Billie Eilish,electropop,2019,1969-12-31,120.0,23.0,70.0,-14.0,11.0,24.0,245,90.0,10.0,98,malasya
Falling,Trevor Daniel,alternative r&b,2018,1969-12-31,127.0,43.0,78.0,-9.0,9.0,24.0,159,12.0,4.0,97,malasya
Don't Start Now,Dua Lipa,dance pop,2019,1969-12-31,124.0,79.0,79.0,-5.0,10.0,68.0,183,1.0,8.0,97,malasya
Lose You To Love Me,Selena Gomez,dance pop,2019,1969-12-31,102.0,34.0,51.0,-9.0,21.0,9.0,206,58.0,4.0,97,malasya
Someone You Loved,Lewis Capaldi,pop,2019,1969-12-31,110.0,41.0,50.0,-6.0,11.0,45.0,182,75.0,3.0,96,malasya
hot girl bummer,blackbear,pop,2019,1969-12-31,130.0,56.0,78.0,-7.0,40.0,68.0,185,13.0,8.0,96,malasya
Blinding Lights,The Weeknd,canadian contemporary r&b,2019,1969-12-31,171.0,80.0,51.0,-4.0,9.0,35.0,202,0.0,6.0,96,malasya
bad guy,Billie Eilish,electropop,2019,1969-12-31,135.0,43.0,70.0,-11.0,10.0,56.0,194,33.0,38.0,96,malasya
Santa Tell Me,Ariana Grande,dance pop,2014,1969-12-31,192.0,62.0,53.0,-7.0,29.0,59.0,204,5.0,12.0,95,malasya
Lucid Dreams,Juice WRLD,chicago rap,2018,1969-12-31,84.0,57.0,51.0,-7.0,34.0,22.0,240,35.0,20.0,94,malasya
How Do You Sleep?,Sam Smith,pop,2019,1969-12-31,111.0,68.0,48.0,-5.0,8.0,35.0,202,15.0,9.0,93,malasya
"10,000 Hours (with Justin Bieber)",Dan + Shay,contemporary country,2019,1969-12-31,90.0,63.0,65.0,-5.0,11.0,43.0,168,15.0,3.0,93,malasya
Rockin' Around The Christmas Tree,Brenda Lee,adult standards,1964,1969-12-31,67.0,47.0,59.0,-9.0,51.0,90.0,126,61.0,5.0,93,malasya
Trampoline (with ZAYN),SHAED,electropop,2019,1969-12-31,127.0,46.0,62.0,-6.0,14.0,50.0,184,56.0,3.0,92,malasya
Mistletoe,Justin Bieber,canadian pop,2011,1969-12-31,162.0,56.0,66.0,-9.0,8.0,85.0,183,50.0,5.0,92,malasya
Goodbyes (feat. Young Thug),Post Malone,dfw rap,2019,1969-12-31,150.0,65.0,55.0,-4.0,10.0,16.0,175,46.0,8.0,92,malasya
Jingle Bell Rock,Bobby Helms,adult standards,1992,1969-12-31,120.0,42.0,75.0,-8.0,7.0,81.0,131,64.0,4.0,92,malasya
It's the Most Wonderful Time of the Year,Andy Williams,adult standards,1963,1969-12-31,202.0,60.0,24.0,-8.0,12.0,78.0,152,77.0,4.0,92,malasya
My Oh My (feat. DaBaby),Camila Cabello,dance pop,2019,1969-12-31,105.0,49.0,72.0,-6.0,9.0,38.0,171,2.0,3.0,91,malasya
It's You,Ali Gatie,canadian hip hop,2019,1969-12-31,96.0,46.0,73.0,-7.0,19.0,40.0,213,37.0,3.0,90,malasya
No Idea,Don Toliver,rap,2019,1969-12-31,128.0,61.0,66.0,-5.0,22.0,35.0,154,56.0,10.0,90,malasya
Señorita,Shawn Mendes,canadian pop,2019,1969-12-31,117.0,55.0,76.0,-6.0,8.0,75.0,191,4.0,3.0,89,malasya
Mean It,Lauv,pop,2019,1969-12-31,96.0,45.0,75.0,-9.0,17.0,34.0,233,4.0,9.0,89,malasya
Into the Unknown,Idina Menzel,hollywood,2019,1969-12-31,145.0,41.0,32.0,-9.0,14.0,27.0,195,85.0,4.0,88,malasya
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,dfw rap,2019,1969-12-31,90.0,52.0,76.0,-4.0,7.0,93.0,158,53.0,6.0,88,malasya
Falling,Harry Styles,dance pop,2019,1969-12-31,110.0,27.0,57.0,-7.0,9.0,6.0,240,84.0,3.0,88,malasya
Lover (Remix) [feat. Shawn Mendes],Taylor Swift,pop,2019,1969-12-31,205.0,60.0,45.0,-7.0,9.0,42.0,221,43.0,6.0,88,malasya
I.F.L.Y.,Bazzi,pop,2019,1969-12-31,105.0,52.0,81.0,-5.0,13.0,55.0,166,38.0,4.0,87,malasya
Adore You,Harry Styles,dance pop,2019,1969-12-31,99.0,77.0,68.0,-4.0,10.0,57.0,207,2.0,5.0,87,malasya
Boy With Luv (feat. Halsey),BTS,k-pop,2019,1969-12-31,120.0,86.0,65.0,-5.0,19.0,80.0,230,9.0,10.0,87,malasya
Watermelon Sugar,Harry Styles,dance pop,2019,1969-12-31,95.0,82.0,55.0,-4.0,34.0,56.0,174,12.0,5.0,86,malasya
Beautiful People (feat. Khalid),Ed Sheeran,pop,2019,1969-12-31,93.0,65.0,64.0,-8.0,8.0,55.0,198,12.0,19.0,86,malasya
comethru,Jeremy Zucker,pop,2018,1969-12-31,94.0,18.0,80.0,-12.0,62.0,61.0,182,61.0,6.0,86,malasya
Last Christmas,Wham!,new wave pop,1984,1969-12-31,108.0,48.0,74.0,-12.0,36.0,95.0,263,19.0,3.0,85,malasya
It's Beginning to Look a Lot like Christmas,Michael Bublé,adult standards,2011,1969-12-31,93.0,22.0,33.0,-11.0,34.0,36.0,207,88.0,3.0,84,malasya
Takeaway,The Chainsmokers,electropop,2019,1969-12-31,100.0,51.0,53.0,-8.0,10.0,35.0,210,13.0,3.0,83,malasya
Holly Jolly Christmas,Michael Bublé,adult standards,2011,1969-12-31,151.0,43.0,61.0,-9.0,9.0,74.0,122,86.0,4.0,82,malasya
Before You Go,Lewis Capaldi,pop,2019,1969-12-31,112.0,57.0,46.0,-5.0,9.0,18.0,215,60.0,6.0,82,malasya
I Love You 3000,Stephanie Poetri,indonesian pop,2019,1969-12-31,90.0,38.0,65.0,-8.0,39.0,41.0,210,91.0,4.0,79,malasya
Psycho,Red Velvet,k-pop,2019,1969-12-31,140.0,67.0,66.0,-2.0,9.0,41.0,211,19.0,4.0,75,malasya
Feelings,Lauv,pop,2019,1969-12-31,103.0,47.0,69.0,-7.0,10.0,25.0,190,9.0,4.0,73,malasya
Mimpi (feat. Alif),K-Clique,malaysian indie,2019,1969-12-31,150.0,73.0,83.0,-7.0,10.0,87.0,253,53.0,29.0,66,malasya
Cinta Luar Biasa,Andmesh,indonesian pop,2019,1969-12-31,136.0,23.0,58.0,-12.0,10.0,32.0,256,81.0,3.0,66,malasya
Haa Tepok,MeerFly,malaysian hip hop,2019,1969-12-31,87.0,50.0,85.0,-12.0,15.0,68.0,211,66.0,31.0,65,malasya
Hanya Rindu,Andmesh,indonesian pop,2019,1969-12-31,179.0,16.0,28.0,-12.0,11.0,20.0,252,89.0,3.0,65,malasya
